"GroundSpeed";"Heading";"IsDelayed";"IsOnRoute";"Latitude";"Longitude";"Name";"RouteID";"Seconds";"TimeStamp";"VehicleID";"timestamp"
0;0;FALSE;TRUE;39.67528;-75.74146;"Bus 236";31;15;"/Date(1733697159000-0700)/";3;"2024-12-08_153224_PM_UTC"
0;0;FALSE;TRUE;39.67528;-75.74145;"Bus 236";31;15;"/Date(1733697164000-0700)/";3;"2024-12-08_153229_PM_UTC"
0;0;FALSE;TRUE;39.67528;-75.74144;"Bus 236";31;15;"/Date(1733697169000-0700)/";3;"2024-12-08_153234_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.74143;"Bus 236";31;15;"/Date(1733697174000-0700)/";3;"2024-12-08_153239_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.74143;"Bus 236";31;15;"/Date(1733697179000-0700)/";3;"2024-12-08_153244_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.74143;"Bus 236";31;14;"/Date(1733697184000-0700)/";3;"2024-12-08_153250_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.74143;"Bus 236";31;14;"/Date(1733697189000-0700)/";3;"2024-12-08_153255_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.74143;"Bus 236";31;14;"/Date(1733697194000-0700)/";3;"2024-12-08_153300_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.74143;"Bus 236";31;14;"/Date(1733697199000-0700)/";3;"2024-12-08_153305_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.74143;"Bus 236";31;14;"/Date(1733697204000-0700)/";3;"2024-12-08_153310_PM_UTC"
0;0;FALSE;TRUE;39.67526;-75.74142;"Bus 236";31;13;"/Date(1733697209000-0700)/";3;"2024-12-08_153316_PM_UTC"
0;0;FALSE;TRUE;39.67526;-75.74141;"Bus 236";31;13;"/Date(1733697214000-0700)/";3;"2024-12-08_153321_PM_UTC"
0;0;FALSE;TRUE;39.67526;-75.74141;"Bus 236";31;12;"/Date(1733697219000-0700)/";3;"2024-12-08_153327_PM_UTC"
0;0;FALSE;TRUE;39.67526;-75.7414;"Bus 236";31;12;"/Date(1733697224000-0700)/";3;"2024-12-08_153332_PM_UTC"
0;0;FALSE;TRUE;39.67526;-75.7414;"Bus 236";31;18;"/Date(1733697235000-0700)/";3;"2024-12-08_153337_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.7414;"Bus 236";31;17;"/Date(1733697239000-0700)/";3;"2024-12-08_153342_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.7414;"Bus 236";31;18;"/Date(1733697245000-0700)/";3;"2024-12-08_153348_PM_UTC"
0;0;FALSE;TRUE;39.67527;-75.7414;"Bus 236";31;17;"/Date(1733697250000-0700)/";3;"2024-12-08_153353_PM_UTC"
0;0;FALSE;TRUE;39.67528;-75.7414;"Bus 236";31;17;"/Date(1733697255000-0700)/";3;"2024-12-08_153358_PM_UTC"
0;0;FALSE;TRUE;39.67528;-75.7414;"Bus 236";31;17;"/Date(1733697260000-0700)/";3;"2024-12-08_153403_PM_UTC"
