"Name","Latitude","Longitude","TimeStamp","RouteID","IsDelayed","IsOnRoute","timestampFromSampling","elapseTime","distance"
"Bus 236",39.67529,-75.74149,1733939110,29,FALSE,TRUE,"2024-12-11 05:44:56",40,0
"Bus 236",39.67664,-75.7418,1733939231,29,FALSE,TRUE,"2024-12-11 05:46:55",10,0
"Bus 236",39.68206,-75.7451,1733939342,29,FALSE,TRUE,"2024-12-11 05:48:44",35,0
"Bus 236",39.68691,-75.74679,1733939438,29,FALSE,TRUE,"2024-12-11 05:50:23",20,0
"Bus 236",39.690279,-75.756853,1733939689,29,FALSE,TRUE,"2024-12-11 05:54:32",346,0
"Bus 236",39.691494,-75.760508,1733940085,29,FALSE,TRUE,"2024-12-11 06:01:12",215,0
"Bus 236",39.66437,-75.75549,1733940727,29,FALSE,TRUE,"2024-12-11 06:11:51",105,0
"Bus 236",39.66438,-75.75547,1733940837,29,FALSE,TRUE,"2024-12-11 06:13:40",185,0
"Bus 236",39.66436,-75.75547,1733941027,29,FALSE,TRUE,"2024-12-11 06:16:52",10,0
"Bus 322",39.67504,-75.74143,1733941280,28,FALSE,TRUE,"2024-12-11 06:21:06",25,0
"Bus 322",39.67505,-75.74141,1733941310,28,FALSE,TRUE,"2024-12-11 06:21:37",20,0
"Bus 236",39.6743,-75.75345,1733941338,29,FALSE,TRUE,"2024-12-11 06:22:03",10,0
"Bus 322",39.67506,-75.74138,1733941335,28,FALSE,TRUE,"2024-12-11 06:21:58",106,0
"Bus 236",39.68145,-75.75359,1733941423,29,FALSE,TRUE,"2024-12-11 06:23:26",56,0
"Bus 322",39.67508,-75.74137,1733941446,28,FALSE,TRUE,"2024-12-11 06:23:52",30,0
"Bus 322",39.6751,-75.74137,1733941481,28,FALSE,TRUE,"2024-12-11 06:24:29",35,0
"Bus 322",39.6751,-75.74134,1733941521,28,FALSE,TRUE,"2024-12-11 06:25:05",15,0
"Bus 236",39.683,-75.75595,1733941539,29,FALSE,TRUE,"2024-12-11 06:25:26",15,0
