"Name","Latitude","Longitude","TimeStamp","RouteID","IsDelayed","IsOnRoute","timestampFromSampling","elapseTime","distance"
"Bus 320",39.67506,-75.74134,1733610808,31,FALSE,TRUE,"2024-12-07 10:33:11",20,0
"Bus 320",39.67508,-75.74134,1733610833,31,FALSE,TRUE,"2024-12-07 10:33:37",50,0
"Bus 320",39.67578,-75.74146,1733610928,31,FALSE,TRUE,"2024-12-07 10:35:12",15,0
"Bus 320",39.68306,-75.75339,1733611238,31,FALSE,TRUE,"2024-12-07 10:40:23",10,0
"Bus 320",39.68305,-75.75345,1733611263,31,FALSE,TRUE,"2024-12-07 10:40:49",20,0
"Bus 320",39.68521,-75.75807,1733611358,31,FALSE,TRUE,"2024-12-07 10:42:23",50,0
"Bus 320",39.68521,-75.7581,1733611413,31,FALSE,TRUE,"2024-12-07 10:43:21",20,0
"Bus 320",39.688103,-75.75656,1733611509,31,FALSE,TRUE,"2024-12-07 10:44:55",10,0
"Bus 320",39.690279,-75.756853,1733611569,31,FALSE,TRUE,"2024-12-07 10:45:55",35,0
"Bus 320",39.68451,-75.75885,1733611754,31,FALSE,TRUE,"2024-12-07 10:48:58",10,0
"Bus 320",39.68164,-75.75408,1733611874,31,FALSE,TRUE,"2024-12-07 10:50:58",10,0
"Bus 320",39.67699,-75.750227,1733612015,31,FALSE,TRUE,"2024-12-07 10:53:19",100,0
"Bus 320",39.664142,-75.75544,1733612325,31,FALSE,TRUE,"2024-12-07 10:58:28",20,0
"Bus 320",39.6616,-75.75108,1733612452,31,FALSE,TRUE,"2024-12-07 11:00:34",10,0
"Bus 320",39.680467,-75.753518,1733612702,31,FALSE,TRUE,"2024-12-07 11:04:49",90,0
"Bus 320",39.68517,-75.758,1733612912,31,FALSE,TRUE,"2024-12-07 11:08:17",25,0
"Bus 320",39.68518,-75.75802,1733612942,31,FALSE,TRUE,"2024-12-07 11:08:48",55,0
"Bus 320",39.688103,-75.75656,1733613102,31,FALSE,TRUE,"2024-12-07 11:11:25",25,0
"Bus 320",39.690279,-75.756853,1733613172,31,FALSE,TRUE,"2024-12-07 11:12:38",35,0
"Bus 320",39.691494,-75.760508,1733613247,31,FALSE,TRUE,"2024-12-07 11:13:50",15,0
"Bus 320",39.69132,-75.76144,1733613277,31,FALSE,TRUE,"2024-12-07 11:14:22",10,0
"Bus 320",39.68422,-75.75901,1733613382,31,FALSE,TRUE,"2024-12-07 11:16:06",40,0
"Bus 320",39.6842,-75.75901,1733613427,31,FALSE,TRUE,"2024-12-07 11:16:53",15,0
"Bus 320",39.68164,-75.75397,1733613538,31,FALSE,TRUE,"2024-12-07 11:18:42",10,0
"Bus 320",39.68165,-75.75395,1733613553,31,FALSE,TRUE,"2024-12-07 11:18:58",15,0
"Bus 320",39.68165,-75.75392,1733613573,31,FALSE,TRUE,"2024-12-07 11:19:18",10,0
"Bus 320",39.67699,-75.750227,1733613688,31,FALSE,TRUE,"2024-12-07 11:21:13",145,0
"Bus 320",39.67446,-75.75332,1733613908,31,FALSE,TRUE,"2024-12-07 11:24:51",10,0
"Bus 320",39.66162,-75.75112,1733614198,31,FALSE,TRUE,"2024-12-07 11:29:44",86,0
"Bus 320",39.66163,-75.7511,1733614289,31,FALSE,TRUE,"2024-12-07 11:31:12",31,0
"Bus 320",39.67428,-75.75347,1733614515,31,FALSE,TRUE,"2024-12-07 11:35:01",15,0
"Bus 320",39.67993,-75.75357,1733614595,31,FALSE,TRUE,"2024-12-07 11:36:20",15,0
"Bus 320",39.680467,-75.753518,1733614625,31,FALSE,TRUE,"2024-12-07 11:36:51",421,0
