"Name","Latitude","Longitude","TimeStamp","RouteID","IsDelayed","IsOnRoute","timestampFromSampling","elapseTime","distance"
"Bus 236",39.68208,-75.74516,1733507928,29,FALSE,TRUE,"2024-12-06 05:58:34",15,0
"Bus 236",39.68206,-75.74517,1733507953,29,FALSE,TRUE,"2024-12-06 05:58:56",25,0
"Bus 236",39.68337,-75.74916,1733508038,29,FALSE,TRUE,"2024-12-06 06:00:24",15,0
"Bus 236",39.68327,-75.75087,1733508078,29,FALSE,TRUE,"2024-12-06 06:01:01",35,0
"Bus 236",39.68326,-75.75089,1733508118,29,FALSE,TRUE,"2024-12-06 06:01:44",20,0
"Bus 236",39.68323,-75.75093,1733508154,29,FALSE,TRUE,"2024-12-06 06:02:20",25,0
"Bus 236",39.68321,-75.75091,1733508184,29,FALSE,TRUE,"2024-12-06 06:02:49",10,0
"Bus 236",39.68319,-75.75091,1733508199,29,FALSE,TRUE,"2024-12-06 06:03:05",10,0
"Bus 236",39.68317,-75.75091,1733508215,29,FALSE,TRUE,"2024-12-06 06:03:20",20,0
"Bus 236",39.68321,-75.75091,1733508251,29,FALSE,TRUE,"2024-12-06 06:03:57",20,0
"Bus 236",39.68317,-75.75093,1733508296,29,FALSE,TRUE,"2024-12-06 06:04:39",25,0
"Bus 236",39.68533,-75.75818,1733508406,29,FALSE,TRUE,"2024-12-06 06:06:28",20,0
"Bus 236",39.68535,-75.75818,1733508431,29,FALSE,TRUE,"2024-12-06 06:06:54",10,0
"Bus 324",39.67503,-75.7413,1733508575,28,FALSE,TRUE,"2024-12-06 06:09:19",20,0
"Bus 324",39.67503,-75.74127,1733508600,28,FALSE,TRUE,"2024-12-06 06:09:46",37,0
"Bus 324",39.67504,-75.74129,1733508642,28,FALSE,TRUE,"2024-12-06 06:10:28",20,0
"Bus 324",39.67502,-75.74131,1733508667,28,FALSE,TRUE,"2024-12-06 06:10:54",66,0
"Bus 236",39.68429,-75.75895,1733508721,29,FALSE,TRUE,"2024-12-06 06:11:46",40,0
"Bus 324",39.675,-75.74131,1733508738,28,FALSE,TRUE,"2024-12-06 06:12:03",20,0
"Bus 236",39.68427,-75.75897,1733508766,29,FALSE,TRUE,"2024-12-06 06:12:30",10,0
"Bus 324",39.67501,-75.74128,1733508763,28,FALSE,TRUE,"2024-12-06 06:12:30",10,0
"Bus 324",39.67501,-75.74131,1733508783,28,FALSE,TRUE,"2024-12-06 06:12:46",45,0
"Bus 324",39.675,-75.74133,1733508833,28,FALSE,TRUE,"2024-12-06 06:13:38",35,0
"Bus 324",39.67498,-75.74133,1733508873,28,FALSE,TRUE,"2024-12-06 06:14:20",20,0
"Bus 324",39.67499,-75.74135,1733508903,28,FALSE,TRUE,"2024-12-06 06:14:46",55,0
"Bus 324",39.675,-75.74133,1733508963,28,FALSE,TRUE,"2024-12-06 06:15:49",106,0
"Bus 324",39.67498,-75.74133,1733509074,28,FALSE,TRUE,"2024-12-06 06:17:38",55,0
"Bus 324",39.675,-75.74133,1733509134,28,FALSE,TRUE,"2024-12-06 06:18:36",50,0
